strain	TE	absence_detection	presence_detection	combination	read_number_absence	left_match_length	left_match_id	polyAT_left	left_coverage	left_repeat	left_read_number_presence	left_filtered_read_number_presence	right_match_length	right_match_id	polyAT_right	right_coverage	right_repeat	right_read_number_presence	right_filtered_read_number_presence
SRR2033160	FBti0020068	absent	present	polymorphic	2	59	100.00(0/60)		6.44		0	0	60	100.00(0/60)		20.46	(TG)n	8	8
SRR2033160	FBti0020080	absent	present	polymorphic	1	60	100.00(0/60)		17.21		10	10	60	100.00(0/60)		9.38		6	6
SRR2033160	FBti0020097	absent	present	polymorphic	3	60	100.00(0/60)		5.48		1	1	60	100.00(0/60)		11.56		2	2
SRR2033160	FBti0020061	absent	present	polymorphic	8	60	100.00(0/60)		15.51		10	10	60	100.00(0/60)		16.36		9	9
SRR2033160	FBti0019620	absent	present	polymorphic	2	60	100.00(0/60)		10.22		8	8	56	100.00(0/56)		4.89		4	4
SRR2033160	FBti0019638	present	present	present	0	60	100.00(0/60)		19.89		5	5	60	100.00(0/60)		9.44		5	5
SRR2033160	FBti0020441	present	present	present	0	60	100.00(0/60)		11.04	EnSpm-1_DF	4	4	60	100.00(0/60)		14.38		9	9
SRR2033160	FBti0020310	present	present	present	0	60	98.33(1/60)	poly(A)8	9.64		1	1	60	100.00(0/60)		21.02		18	18
SRR2033160	FBti0062671		present	polymorphic		60	98.33(1/60)		14.10	Gypsy-28_DYa-I	4	4	60	100.00(0/60)		8.51		5	5
SRR2033160	FBti0019120	absent	present	polymorphic	6	60	100.00(0/60)		16.59		7	7	13	100.00(0/13)		7.64		0	0
SRR2033160	FBti0018980	present	present	present	0	60	100.00(0/60)		18.99		12	12	60	100.00(0/60)		27.38		7	7
SRR2033160	FBti0064250		present	polymorphic		60	95.00(3/60)		8.48	HOBO	10	10	60	100.00(0/60)		21.34		14	14
SRR2033160	FBti0062250		present	polymorphic		60	100.00(0/60)		10.09	DNAREP1_DM	5	5	60	100.00(0/60)		16.41	DNAREP1_DSim	11	11
SRR2033160	FBti0059801	present	present	present	0	60	96.67(2/60)		12.68		12	12	60	96.67(2/60)		17.13		15	15
SRR2033160	FBti0019780	absent	present	polymorphic	4	60	100.00(0/60)		14.81		10	10	60	100.00(0/60)		13.26		4	4
SRR2033160	FBti0019306	absent	present	polymorphic	2	60	100.00(0/60)		14.71		4	4	60	100.00(0/60)		14.81		6	6
SRR2033160	FBti0061717	present	present	present	0	60	100.00(0/60)		16.49		9	9	60	98.33(1/60)		32.14		19	19
SRR2033160	FBti0019599	absent	present	polymorphic	10	60	100.00(0/60)		19.27		12	12	3	100.00(0/3)		8.40		0	0
SRR2033160	FBti0018957		present	polymorphic		60	100.00(0/60)		12.11	REP-1_DTa	7	7	60	100.00(0/60)		25.51	REP-1_DTa	22	22
SRR2033160	FBti0019592	absent	absent	absent	16	-5	0(0/0)		6.21		0	0	-17	0(0/0)		6.03		0	0
SRR2033160	FBti0060235	present	present	present	0	60	100.00(0/60)		19.65		13	13	60	100.00(0/60)		10.97	(ATAAC)n	4	4
SRR2033160	FBti0061810	present	present	present	0	60	100.00(0/60)		12.12	A-rich	9	9	60	93.33(4/60)		10.06		3	3
SRR2033160	FBti0019064	absent	present	polymorphic	2	60	100.00(0/60)		19.34		11	11	60	100.00(0/60)		9.85		4	4
SRR2033160	FBti0019057	absent	present	polymorphic	8	60	100.00(0/60)		12.13		7	7	60	100.00(0/60)		17.67		10	10
SRR2033160	FBti0061001	present	present	present	0	60	100.00(0/60)		23.14		16	16	60	98.33(1/60)		11.53		5	5
SRR2033160	FBti0019150	absent	present	polymorphic	2	60	100.00(0/60)		7.84		4	4	60	100.00(0/60)		12.44		9	9
SRR2033160	FBti0020124	absent	present	polymorphic	6	60	100.00(0/60)		12.57		6	6	60	100.00(0/60)		19.87		8	8
SRR2033160	FBti0019110	absent	present	polymorphic	6	60	100.00(0/60)		10.68		5	5	60	100.00(0/60)		15.61		7	7
SRR2033160	FBti0019165	absent	present	polymorphic	1	60	100.00(0/60)		12.26		7	7	60	100.00(0/60)		6.51		4	4
SRR2033160	FBti0063961	present	present	present	0	60	98.33(1/60)		9.93		5	5	60	98.33(1/60)		14.28		6	6
SRR2033160	FBti0061632	present	present	present	0	60	100.00(0/60)		24.27		22	22	60	100.00(0/60)		22.46		4	4
SRR2033160	FBti0018914	absent	present	polymorphic	3	60	100.00(0/60)		5.69		3	3	60	100.00(0/60)		6.00		3	3
SRR2033160	FBti0020096	present	present	present	0	60	100.00(0/60)		24.12		11	11	60	100.00(0/60)		19.50		9	9
SRR2033160	FBti0019515		present	polymorphic		60	100.00(0/60)		13.86	Gypsy-1_DSim-I	13	13	60	100.00(0/60)		12.16	Gypsy-1_DSim-I	6	6
SRR2033160	FBti0061795		present	polymorphic		60	100.00(0/60)		22.29	DNAREP1_DSim	17	17	60	100.00(0/60)		22.73	DNAREP1_DSim	15	15
SRR2033160	FBti0020106	absent	present	polymorphic	11	60	100.00(0/60)		18.34		9	9	60	100.00(0/60)		12.75		4	4
SRR2033160	FBti0019998	present	present	present	0	60	100.00(0/60)		23.11		12	12	60	100.00(0/60)		30.49		15	15
SRR2033160	FBti0060387	present	present	present	0	60	100.00(0/60)		19.31		10	10	60	100.00(0/60)		15.24		10	10
SRR2033160	FBti0019370	present	present	present	0	60	100.00(0/60)		10.26		5	5	57	100.00(0/60)		6.14	(AT)n	0	0
SRR2033160	FBti0019321	absent	present	polymorphic	7	48	100.00(0/48)		3.26		0	0	60	100.00(0/60)		15.40		8	8
SRR2033160	FBti0060706	present	present	present	0	60	100.00(0/60)		17.88		13	13	60	98.33(1/60)		14.84		10	10
SRR2033160	FBti0020192	present	present	present	0	60	100.00(0/60)		9.58		6	6	60	98.33(1/60)	poly(A)9	20.72		20	20
SRR2033160	FBti0019617	present	absent	no_data	0	-13	0(0/0)		4.77	(AT)n	0	0	1	100.00(0/1)		5.66		0	0
SRR2033160	FBti0019297	present	present	present	0	60	100.00(0/60)		17.59		8	8	60	100.00(0/60)		18.05		6	6
SRR2033160	FBti0019069	absent	present	polymorphic	6	60	100.00(0/60)		10.27		7	7	60	100.00(0/60)		28.24		8	8
SRR2033160	FBti0019048	absent	no_data	no_data	1	-28	0(0/0)		2.61		0	0	-30	0(0/0)		0.54		0	0
SRR2033160	FBti0020238	present	present	present	0	60	100.00(0/60)		8.25		2	2	60	98.33(1/60)		17.02		7	7
SRR2033160	FBti0019203	present	present	present	0	60	100.00(0/60)		26.53		12	12	60	100.00(0/60)		14.01		6	6
SRR2033160	FBti0020055	absent	present	polymorphic	8	60	100.00(0/60)		31.32		12	12	60	100.00(0/60)		9.66		5	5
SRR2033160	FBti0019572	present	present	present	0	60	100.00(0/60)		23.76		7	7	60	98.33(1/60)		26.35		14	14
SRR2033160	FBti0060572		present	polymorphic		60	100.00(0/60)		40.86	Gypsy-24_DY-I	33	33	60	100.00(0/60)		39.11	Gypsy-13_DRh-I	30	30
SRR2033160	FBti0019388	present	present	present	0	60	100.00(0/60)		16.57		7	7	60	100.00(0/60)		8.26		2	2
SRR2033160	FBti0020322	absent	present	polymorphic	4	60	100.00(0/60)		9.29		4	4	60	100.00(0/60)		23.34		14	14
SRR2033160	FBti0019169	present	present	present	0	60	100.00(0/60)		13.01	(TT)n	7	7	60	100.00(0/60)		17.34	(T)n	7	7
SRR2033160	FBti0019919		present	polymorphic		60	100.00(0/60)		17.69	Helitron-N1_DBi	13	13	60	100.00(0/60)		7.81	DNAREP1_DYak	3	3
SRR2033160	FBti0060388	present	present	present	0	60	100.00(0/60)		15.41		7	7	60	100.00(0/60)		24.18		10	10
SRR2033160	FBti0018869	absent	present	polymorphic	3	60	100.00(0/60)		9.47		2	2	60	100.00(0/60)		16.38		7	7
SRR2033160	FBti0018881	absent	present	polymorphic	7	60	100.00(0/60)		12.16		4	4	60	100.00(0/60)		14.68		9	9
SRR2033160	FBti0059674	present	present	present	0	60	100.00(0/60)		16.41		7	7	60	100.00(0/60)		15.82		10	10
SRR2033160	FBti0060443	present	present	present	0	60	100.00(0/60)		37.90		27	27	60	100.00(0/60)		34.97		17	17
SRR2033160	FBti0019604	absent	present	polymorphic	4	60	100.00(0/60)		19.69		15	15	60	100.00(0/60)		10.07		6	6
SRR2033160	FBti0019431	absent	present	polymorphic	1	60	100.00(0/60)		7.39		3	3	60	100.00(0/60)		13.03		8	8
SRR2033160	FBti0064176	present	present	present	0	60	100.00(0/60)		17.98		7	7	60	100.00(0/60)		25.61		17	17
SRR2033160	FBti0062477	present	present	present	0	60	100.00(0/60)		28.50		9	9	60	100.00(0/60)		12.29		8	8
SRR2033160	FBti0020047	absent	present	polymorphic	9	60	100.00(0/60)		12.49		1	1	60	100.00(0/60)		20.26		10	10
SRR2033160	FBti0019359	present	present	present	0	60	100.00(0/60)		6.38		3	3	60	100.00(0/60)		27.00		14	14
SRR2033160	FBti0018889		present	polymorphic		60	100.00(0/60)		7.89	(AATG)n	5	5	60	100.00(0/60)		14.33	DNAREP1_DSim	8	8
SRR2033160	FBti0019678	absent	present	polymorphic	6	60	100.00(0/60)		10.76		7	7	60	100.00(0/60)		14.42		7	7
SRR2033160	FBti0060126	present	present	present	0	60	98.33(1/60)		25.38		15	15	60	100.00(0/60)		24.84	DNAREP1_DSim	21	21
SRR2033160	FBti0019354	absent	present	polymorphic	3	60	100.00(0/60)		8.12	(TA)n	4	4	60	98.33(1/60)		11.72		9	9
SRR2033160	FBti0019358	absent	present	polymorphic	8	60	100.00(0/60)		9.58		3	3	60	100.00(0/60)		14.76		18	18
SRR2033160	FBti0019917	present	present	present	0	60	100.00(0/60)		18.92		13	13	60	100.00(0/60)		16.06		6	6
SRR2033160	FBti0063127	present	present	present	0	60	100.00(0/60)		23.98		19	19	60	100.00(0/60)		31.83		18	18
SRR2033160	FBti0018969	absent	present	polymorphic	1	60	100.00(0/60)		9.56		5	5	60	100.00(0/60)		6.32		4	4
SRR2033160	FBti0019065	absent	present	polymorphic	5	60	100.00(0/60)		16.09		5	5	60	100.00(0/60)		8.74		7	7
SRR2033160	FBti0061731	present	present	present	0	54	100.00(0/56)		3.01	A-rich	0	0	34	100.00(0/34)		4.30		2	2
SRR2033160	FBti0019127	present	present	present	0	60	100.00(0/60)		8.91		7	7	55	100.00(0/56)		2.66	(T)n	2	2
SRR2033160	FBti0062862		present	polymorphic		60	98.33(1/60)		31.08	Mariner-15_DK	8	8	60	100.00(0/60)		31.04		31	31
SRR2033160	FBti0063749	absent	present	polymorphic	6	60	100.00(0/60)		19.94		8	8	60	100.00(0/60)		18.46		4	4
SRR2033160	FBti0019355		present	polymorphic		60	100.00(0/60)		10.35	Jockey-1_DYa	8	8	60	100.00(0/60)		10.36		6	6
SRR2033160	FBti0060971	present	present	present	0	60	100.00(0/60)		31.88		26	26	60	100.00(0/60)		17.29		15	15
SRR2033160	FBti0064138		present	polymorphic		60	96.67(2/60)		16.86	Mariner-9_DEl	10	10	60	100.00(0/60)		9.00		4	4
SRR2033160	FBti0063722	present	present	present	0	60	100.00(0/60)		25.26		17	17	60	96.67(2/60)		22.88	(TTTG)n	8	8
SRR2033160	FBti0020075	absent	present	polymorphic	3	60	100.00(0/60)		11.14		0	0	60	100.00(0/60)		21.79		10	10
SRR2033160	FBti0019062	present	present	present	0	60	96.67(2/60)		8.23		3	3	60	100.00(0/60)		7.53		3	3
SRR2033160	FBti0020171		present	polymorphic		60	100.00(0/60)		18.41	(CTATA)n	15	15	60	100.00(0/60)		10.75		4	4
SRR2033160	FBti0019385	present	present	present	0	60	100.00(0/60)		4.27		2	2	60	100.00(0/60)		10.18		8	8
SRR2033160	FBti0020052	absent	present	polymorphic	3	60	100.00(0/60)		15.41		2	2	60	100.00(0/60)		18.54	(GT)n	6	6
SRR2033160	FBti0019732	present	present	present	0	60	100.00(0/60)		20.66		7	7	60	100.00(0/60)		11.04		6	6
SRR2033160	FBti0060415		present	polymorphic		60	100.00(0/60)		26.43	Gypsy-13_DSim-LTR	12	12	60	100.00(0/60)		32.86	Gypsy-13_DSim-I	20	20
SRR2033160	FBti0060718	present	present	present	0	60	100.00(0/60)		26.59		27	27	60	98.33(1/60)		21.35		11	11
SRR2033160	FBti0059791	present	present	present	0	60	100.00(0/60)		17.13		6	6	60	100.00(0/60)		19.21		12	12
SRR2033160	FBti0020280	present	present	present	0	60	100.00(0/60)		10.42	Transib-N1_DM	10	10	60	100.00(0/60)		17.11		12	12
SRR2033160	FBti0020105	absent	present	polymorphic	3	60	100.00(0/60)		15.63		4	4	15	100.00(0/15)		1.83		0	0
SRR2033160	FBti0019975	absent	present	polymorphic	3	60	100.00(0/60)		11.39		8	8	26	100.00(0/26)		9.36	(AT)n	0	0
SRR2033160	FBti0019368	present	present	present	0	60	100.00(0/60)		24.62	BARI1	22	22	60	95.00(3/60)		31.84		13	13
SRR2033160	FBti0060462		present	polymorphic		60	100.00(0/60)		16.14	Transib5	11	11	60	100.00(0/60)		22.71	Gypsy-1_DSim-I	11	11
SRR2033160	FBti0062810		present	polymorphic		60	100.00(0/60)		31.45	PROTOP_B	26	26	60	100.00(0/60)		27.46		8	8
SRR2033160	FBti0019270		present	polymorphic		60	100.00(0/60)		16.99		6	6	60	98.33(1/60)		13.00	Gypsy-4_DSim-LTR	9	9
SRR2033160	FBti0019992	present	present	present	0	60	100.00(0/60)		11.31		7	7	60	100.00(0/60)		11.19		5	5
SRR2033160	FBti0063103	present	present	present	0	60	100.00(0/60)		27.54		30	30	60	100.00(0/60)		24.23		7	7
SRR2033160	FBti0018894	present	present	present	0	60	100.00(0/60)		5.69		2	2	60	98.33(1/60)		14.99	A-rich	6	6
SRR2033160	FBti0060665		present	polymorphic		60	100.00(0/60)		17.59	Gypsy-12_DSim-I	8	8	60	100.00(0/60)		17.41	Jockey-6_DVi	11	11
SRR2033160	FBti0060339		present	polymorphic		60	100.00(0/60)		9.31		1	1	60	100.00(0/60)		16.41	TC1-2_DM	12	12
SRR2033160	FBti0018964	absent	present	polymorphic	6	60	100.00(0/60)		6.24		5	5	60	100.00(0/60)		6.57		3	3
SRR2033160	FBti0061835	present	present	present	0	60	100.00(0/60)		17.46		11	11	60	100.00(0/60)		14.64		6	6
SRR2033160	FBti0060593		present	polymorphic		60	100.00(0/60)		26.73	Transib5	11	11	60	100.00(0/60)		23.64	Transib5	17	17
SRR2033160	FBti0019114	absent	present	polymorphic	12	60	100.00(0/60)		14.33		8	8	21	100.00(0/21)		4.99		0	0
SRR2033160	FBti0062879	present	present	present	0	60	91.67(5/60)		25.07		22	22	60	98.33(1/60)		14.74		13	13
SRR2033160	FBti0062894	present	present	present	0	60	100.00(0/60)		17.48	Helitron-N2_DEl	15	15	60	100.00(0/60)		17.37		9	9
SRR2033160	FBti0061688	present	present	present	0	60	100.00(0/60)		21.62		13	13	60	100.00(0/60)		24.98		14	14
SRR2033160	FBti0019197	present	present	present	0	60	100.00(0/60)		11.54		6	6	60	100.00(0/60)		29.05		20	20
SRR2033160	FBti0019143	absent	present	polymorphic	7	60	100.00(0/60)		12.68		7	7	60	100.00(0/60)		8.49		5	5
SRR2033160	FBti0018903	absent	absent	absent	16	-4	0(0/0)		7.38		0	0	-2	0(0/0)		4.81		0	0
SRR2033160	FBti0019635	absent	present	polymorphic	1	60	100.00(0/60)		6.07		5	5	60	100.00(0/60)		15.38	(TGTA)n	9	9
SRR2033160	FBti0019195	absent	absent	absent	6	-1	0(0/0)		3.90		0	0	-2	0(0/0)		3.20		0	0
SRR2033160	FBti0020237	present	present	present	0	60	100.00(0/60)		25.57	Helitron-2_DRh	10	10	60	100.00(0/60)		15.94		13	13
SRR2033160	FBti0060381	present	present	present	0	60	100.00(0/60)		19.44		14	14	60	100.00(0/60)		13.66		2	2
SRR2033160	FBti0020311	present	present	present	0	60	100.00(0/60)		30.21		15	15	60	98.33(1/60)		18.57		12	12
SRR2033160	FBti0019573	absent	present	polymorphic	6	60	100.00(0/60)		7.81		0	0	60	100.00(0/60)		12.03		6	6
SRR2033160	FBti0019427	present	present	present	0	60	100.00(0/60)		9.99	(ATG)n	0	0	60	100.00(0/60)		14.13	(TGTTTA)n	7	7
SRR2033160	FBti0060948	present	present	present	0	60	96.67(2/60)		6.70		5	5	60	100.00(0/60)		10.79		6	6
SRR2033160	FBti0019058	absent	present	polymorphic	4	3	100.00(0/12)		1.84		0	0	60	100.00(0/60)		9.62		6	6
SRR2033160	FBti0060796	present	present	present	0	60	100.00(0/60)		21.92		19	19	60	100.00(0/60)		22.79		13	13
SRR2033160	FBti0063369		present	polymorphic		60	100.00(0/60)		23.36	DNAREP1_DYak	23	23	60	100.00(0/60)		24.44		15	15
SRR2033160	FBti0018913		present	polymorphic		42	100.00(0/42)	poly(A)9	3.21	Gypsy-30_DEl-LTR	0	0	60	100.00(0/60)		4.67		3	3
SRR2033160	FBti0019758	absent	present	polymorphic	3	60	100.00(0/60)		10.80		1	1	60	100.00(0/60)		12.31		7	7
SRR2033160	FBti0019996	present	present	present	0	60	100.00(0/60)		17.56		4	4	60	98.33(1/60)		23.07		15	15
SRR2033160	FBti0019128	absent	present	polymorphic	5	60	100.00(0/60)		13.03		5	5	60	100.00(0/60)		17.81		9	9
SRR2033160	FBti0064309		present	polymorphic		60	100.00(0/60)		25.41	Transib-1_DRh	23	23	60	100.00(0/60)		20.12		12	12
SRR2033160	FBti0019217	absent	present	polymorphic	5	60	100.00(0/60)		18.09		8	8	60	100.00(0/60)		13.19		8	8
SRR2033160	FBti0063347		present	polymorphic		60	100.00(0/60)		33.66		23	23	60	100.00(0/60)		36.10	Gypsy-26_DYa-LTR	21	21
SRR2033160	FBti0019571	absent	present	polymorphic	3	60	100.00(0/60)		17.36		12	12	60	100.00(0/60)		12.97		8	8
SRR2033160	FBti0019590		present	polymorphic		60	100.00(0/60)		12.56	(TG)n	2	2	60	100.00(0/60)		4.92	Jockey-1_DYa	6	6
SRR2033160	FBti0019134	absent	present	polymorphic	8	60	100.00(0/60)		14.89		5	5	60	100.00(0/60)		16.74		9	9
SRR2033160	FBti0019337	absent	present	polymorphic	8	60	100.00(0/60)		16.29		12	12	60	100.00(0/60)		15.16		6	6
SRR2033160	FBti0018927	absent	present	polymorphic	1	60	100.00(0/60)		6.19		4	4	60	100.00(0/60)		7.17		3	3
SRR2033160	FBti0060155		present	polymorphic		60	100.00(0/60)		27.69	Gypsy-13_DSim-I	16	16	60	100.00(0/60)		22.18		8	8
SRR2033160	FBti0019521	absent	present	polymorphic	3	60	100.00(0/60)		15.14		2	2	60	100.00(0/60)		22.71		8	8
SRR2033160	FBti0061339		present	polymorphic		60	100.00(0/60)		7.16	A-rich	3	3	60	100.00(0/60)		28.66	DMCR1A	16	16
SRR2033160	FBti0019075	absent	present	polymorphic	8	60	100.00(0/60)		7.18	(AC)n	1	1	60	100.00(0/60)		13.81		5	5
SRR2033160	FBti0019149	present	present	present	0	60	100.00(0/60)		9.54		7	7	60	100.00(0/60)	poly(A)13	8.09		2	2
SRR2033160	FBti0019377	absent	present	polymorphic	1	60	100.00(0/60)		4.19		3	3	60	100.00(0/60)		19.46		7	7
SRR2033160	FBti0019567	absent	present	polymorphic	3	60	100.00(0/60)		9.89		6	6	60	100.00(0/60)		11.94		7	7
SRR2033160	FBti0062654	present	present	present	0	60	100.00(0/60)		29.36		16	16	60	100.00(0/60)		15.70		12	12
SRR2033160	FBti0015567		absent	no_data		-6	0(0/0)		3.62	A-rich	0	0	-1	0(0/0)		2.65	(T)n	0	0
SRR2033160	FBti0019435	absent	present	polymorphic	2	60	100.00(0/60)		18.95		12	12	60	100.00(0/60)		15.82		6	6
SRR2033160	FBti0060879		present	polymorphic		60	100.00(0/60)		7.36	PROTOP	8	8	60	100.00(0/60)		12.85		9	9
SRR2033160	FBti0061025		present	polymorphic		60	100.00(0/60)		38.38	Gypsy-13_DSim-I	26	26	60	100.00(0/60)		44.08	Gypsy-13_DSim-I	38	38
SRR2033160	FBti0019550		present	polymorphic		60	100.00(0/60)		11.54		4	4	60	100.00(0/60)		15.97	(TCTTCAG)n	7	7
SRR2033160	FBti0019581	absent	present	polymorphic	2	60	100.00(0/60)		9.81	(A)n	7	7	60	100.00(0/60)		7.03		7	7
SRR2033160	FBti0019447	absent	present	polymorphic	3	60	100.00(0/60)		8.47		3	3	60	100.00(0/60)		9.89		0	0
SRR2033160	FBti0020386	absent	present	polymorphic	9	60	100.00(0/60)		21.54		15	15	60	100.00(0/60)		10.88		3	3
SRR2033160	FBti0020077	absent	present	polymorphic	3	60	100.00(0/60)		18.65		9	9	60	100.00(0/60)		6.09	(CAGGA)n	0	0
SRR2033160	FBti0019566	absent	present	polymorphic	6	60	100.00(0/60)		13.23	(GT)n	7	7	60	100.00(0/60)		10.47		3	3
SRR2033160	FBti0020226		present	polymorphic		60	98.33(1/60)		21.56	Polinton-1_DY	14	14	60	100.00(0/60)		18.37		3	3
SRR2033160	FBti0060788	present	present	present	0	60	100.00(0/60)		24.14		7	7	60	98.33(1/60)		18.83		10	10
SRR2033160	FBti0062683		present	polymorphic		60	100.00(0/60)		12.62	Gypsy-4_DBi-I	3	3	60	100.00(0/60)		8.94		4	4
SRR2033160	FBti0019401	present	present	present	0	60	100.00(0/60)		2.51	(C)n	3	3	-22	0(0/0)	poly(A)7	2.92		0	0
SRR2033160	FBti0060534	present	present	present	0	60	100.00(0/60)		16.72	A-rich	14	14	60	98.33(1/60)		30.79		18	18
SRR2033160	FBti0060244	present	present	present	0	60	100.00(0/60)		13.27		10	10	60	100.00(0/60)		10.03		5	5
SRR2033160	FBti0019155	absent	present	polymorphic	7	60	100.00(0/60)		15.54		4	4	60	100.00(0/60)		17.19		7	7
SRR2033160	FBti0019190	absent	absent	absent	7	5	100.00(0/35)		1.44		0	0	60	100.00(0/60)		8.49		0	0
SRR2033160	FBti0059687	present	present	present	0	60	100.00(0/60)		12.62		7	7	60	100.00(0/60)		15.82		10	10
SRR2033160	FBti0019763	absent	absent	absent	17	0	0(0/0)		9.21		0	0	-30	0(0/0)		0.00		0	0
SRR2033160	FBti0019037		present	polymorphic		60	98.33(1/60)		12.84	DNAREP1_DYak	2	2	60	96.67(2/60)		19.74	R1_DYa	11	11
SRR2033160	FBti0059673		present	polymorphic		60	100.00(0/60)		11.46	Transib5	5	5	60	100.00(0/60)		29.36		17	17
SRR2033160	FBti0059648		present	polymorphic		60	98.33(1/60)		17.42		6	6	60	100.00(0/60)		23.29	DNAREP1_DSim	14	14
SRR2033160	FBti0019454	absent	present	polymorphic	5	60	100.00(0/60)		17.40		5	5	60	100.00(0/60)		8.44		6	6
SRR2033160	FBti0020231	present	present	present	0	60	98.33(1/60)		21.94	(ACAG)n	19	19	60	98.33(1/60)		12.43		7	7
SRR2033160	FBti0060337	present	present	present	0	60	100.00(0/60)		26.73		22	22	60	100.00(0/60)		14.25		9	9
SRR2033160	FBti0019124	present	present	present	0	60	100.00(0/60)		21.93		6	6	60	100.00(0/60)		19.74		7	7
SRR2033160	FBti0060584		present	polymorphic		60	100.00(0/60)		22.93	Gypsy-1_DSim-I	17	17	60	100.00(0/60)		37.08	R1-7_DPer	20	20
SRR2033160	FBti0059938	present	present	present	0	60	100.00(0/60)		17.61		9	9	60	98.33(1/60)		14.62		6	6
SRR2033160	FBti0060866	present	present	present	0	60	98.33(1/60)		9.75		5	5	60	98.33(1/60)		10.09	(TTATA)n	8	8
SRR2033160	FBti0020294	present	present	present	0	60	100.00(0/60)		36.54	(ATATACAGT)n	18	18	60	100.00(0/60)		18.34		5	5
SRR2033160	FBti0020137	present	present	present	0	60	100.00(0/60)		13.39		9	9	60	100.00(0/60)		10.41		7	7
SRR2033160	FBti0019335	absent	present	polymorphic	11	60	100.00(0/60)		10.20		4	4	60	100.00(0/60)		12.34		8	8
SRR2033160	FBti0019302	present	present	present	0	60	100.00(0/60)		28.16		21	21	60	100.00(0/60)		16.09	DNAREP1_DYak	7	7
SRR2033160	FBti0061779	present	present	present	0	60	98.33(1/60)		25.91		20	20	60	100.00(0/60)		28.79		15	15
SRR2033160	FBti0020035	present	present	present	0	-30	0(0/0)		0.00		0	0	60	100.00(0/60)		15.84		11	11
SRR2033160	FBti0019840		present	polymorphic		60	100.00(0/60)		13.50	A-rich	10	10	60	100.00(0/60)		4.09	PROTOP	3	3
SRR2033160	FBti0019236	absent	present	polymorphic	8	60	100.00(0/60)		15.70		10	10	60	100.00(0/60)		11.91		12	12
SRR2033160	FBti0019148	absent	present	polymorphic	9	60	100.00(0/60)		21.36		9	9	60	100.00(0/60)		19.46		5	5
SRR2033160	FBti0059682	present	present	present	0	60	100.00(0/60)		20.02		11	11	60	100.00(0/60)		12.72		8	8
SRR2033160	FBti0018948	absent	absent	absent	6	-1	0(0/0)		8.93	(TG)n	0	0	-1	0(0/0)		4.19		0	0
SRR2033160	FBti0019397	present	present	present	0	31	100.00(0/39)	poly(A)5	2.48		0	0	60	100.00(0/60)		7.63		5	5
SRR2033160	FBti0019749	present	present	present	0	60	100.00(0/60)		14.03		8	8	60	100.00(0/60)		21.59		8	8
SRR2033160	FBti0019151	absent	present	polymorphic	7	60	100.00(0/60)		8.52		5	5	60	100.00(0/60)		12.93		3	3
SRR2033160	FBti0020427	present	present	present	0	60	100.00(0/60)		26.03		16	16	60	100.00(0/60)		19.22		18	18
SRR2033160	FBti0020298	present	present	present	0	60	100.00(0/60)		26.48		10	10	60	100.00(0/60)		18.74		10	10
SRR2033160	FBti0019013	absent	present	polymorphic	4	60	100.00(0/60)		22.90		9	9	60	100.00(0/60)		18.74		7	7
SRR2033160	FBti0019381	absent	present	polymorphic	3	60	100.00(0/60)		9.67		6	6	60	100.00(0/60)		12.97		6	6
SRR2033160	FBti0063077	present	present	present	0	60	100.00(0/60)		20.14		21	21	60	100.00(0/60)		25.39		12	12
SRR2033160	FBti0019311	absent	present	polymorphic	14	60	100.00(0/60)		15.36		7	7	60	100.00(0/60)		11.23		3	3
SRR2033160	FBti0018992	absent	present	polymorphic	1	26	100.00(0/26)		6.95	hAT-N1_DF	2	2	60	100.00(0/60)		3.85		0	0
SRR2033160	FBti0063067	present	present	present	0	60	100.00(0/60)		30.99		22	22	60	100.00(0/60)		25.62	(AGAACG)n	23	23
SRR2033160	FBti0019382	absent	present	polymorphic	6	60	100.00(0/60)		5.86		0	0	60	100.00(0/60)		10.10		6	6
SRR2033160	FBti0020094	absent	present	polymorphic	2	60	100.00(0/60)		23.11		9	9	60	100.00(0/60)		21.77		13	13
SRR2033160	FBti0064268	absent	present	polymorphic	4	60	100.00(0/60)		8.69		1	1	60	100.00(0/60)		9.73		4	4
